date,year,month,month_name,market,region,market_type,lat,lon,commodity,unit,price_zmw_kg,volume_kg,quality,season,rainfall_index,inflation_index,price_trend,pct_change_mom,price_lag1,price_lag2,price_lag3,rolling_avg_3m,fra_active,shock_event,source,verified
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Beans,ZMW/kg,4.57,1226,Grade B,Early Harvest,0.89,0.7,down,-6.92,4.91,5.31,5.71,4.93,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Groundnuts,ZMW/kg,5.53,1251,Grade A,Early Harvest,1.17,0.7,down,-3.83,5.75,6.7,6.89,5.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Rice,ZMW/kg,6.36,2382,Grade B,Early Harvest,1.05,0.7,stable,-2.45,6.52,6.52,6.56,6.47,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Soybeans,ZMW/kg,3.72,1010,Grade B,Early Harvest,0.97,0.7,down,-5.1,3.92,4.03,4.38,3.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Sweet Potatoes,ZMW/kg,1.66,1031,Grade A,Early Harvest,1.01,0.7,down,-28.14,2.31,2.42,2.64,2.13,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Cassava,ZMW/kg,0.95,4186,Grade A,Early Harvest,1.05,0.7,down,-7.77,1.03,1.11,1.26,1.03,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Onions,ZMW/kg,2.96,645,Grade A,Early Harvest,0.9,0.7,down,-22.31,3.81,4.47,4.69,3.75,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Mongu,Western,remote,-15.255,23.1267,Cabbage,ZMW/kg,1.21,1026,Grade A,Early Harvest,0.96,0.7,down,-29.24,1.71,2.28,2.12,1.73,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Maize,ZMW/kg,1.28,4824,Grade B,Early Harvest,1.02,0.7,down,-21.47,1.63,1.81,1.9,1.57,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Tomatoes,ZMW/kg,2.37,1171,Grade A,Early Harvest,1.03,0.7,down,-23.05,3.08,3.57,4.17,3.01,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Beans,ZMW/kg,3.62,1900,Grade C,Early Harvest,1.05,0.7,down,-13.4,4.18,4.68,4.65,4.16,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Groundnuts,ZMW/kg,4.55,1648,Grade A,Early Harvest,1.12,0.7,down,-7.33,4.91,5.27,5.35,4.91,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Rice,ZMW/kg,6.14,1397,Grade C,Early Harvest,1.16,0.7,stable,-0.16,6.15,6.15,6.11,6.15,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Soybeans,ZMW/kg,3.03,1542,Grade B,Early Harvest,1.06,0.7,down,-12.17,3.45,3.73,4.3,3.4,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Sweet Potatoes,ZMW/kg,1.35,2178,Grade B,Early Harvest,1.19,0.7,down,-21.97,1.73,2.19,2.02,1.76,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Cassava,ZMW/kg,0.89,2982,Grade A,Early Harvest,0.85,0.7,down,-5.32,0.94,1.07,1.11,0.97,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Onions,ZMW/kg,2.81,874,Grade A,Early Harvest,1.0,0.7,down,-24.05,3.7,4.47,4.72,3.66,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-05-01,2015,5,May,Kasama,Northern,rural,-10.2167,31.1833,Cabbage,ZMW/kg,1.42,975,Grade A,Early Harvest,1.07,0.7,down,-18.39,1.74,1.68,2.21,1.61,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Maize,ZMW/kg,1.13,12210,Grade B,Post-Harvest,0.96,0.705,down,-14.39,1.32,1.7,1.74,1.38,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Tomatoes,ZMW/kg,1.96,4358,Grade A,Post-Harvest,0.97,0.705,down,-12.5,2.24,2.84,3.43,2.35,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Beans,ZMW/kg,4.33,3882,Grade B,Post-Harvest,0.78,0.705,down,-3.78,4.5,4.35,5.04,4.39,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Groundnuts,ZMW/kg,5.09,2964,Grade B,Post-Harvest,0.86,0.705,down,-6.09,5.42,5.76,6.29,5.42,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Rice,ZMW/kg,5.56,4315,Grade C,Post-Harvest,1.04,0.705,stable,0.36,5.54,5.61,5.7,5.57,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Soybeans,ZMW/kg,3.12,5646,Grade B,Post-Harvest,0.89,0.705,down,-3.7,3.24,3.56,3.85,3.31,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Sweet Potatoes,ZMW/kg,1.4,2940,Grade B,Post-Harvest,1.04,0.705,down,-7.28,1.51,1.98,2.32,1.63,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Cassava,ZMW/kg,1.18,2406,Grade A,Post-Harvest,0.9,0.705,down,-3.28,1.22,1.23,1.39,1.21,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Onions,ZMW/kg,2.54,3587,Grade B,Post-Harvest,0.97,0.705,down,-19.87,3.17,3.83,4.06,3.18,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Cabbage,ZMW/kg,1.26,3293,Grade A,Post-Harvest,1.06,0.705,down,-4.55,1.32,1.44,1.91,1.34,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Maize,ZMW/kg,1.13,6496,Grade B,Post-Harvest,1.02,0.705,down,-8.87,1.24,1.57,1.69,1.31,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Tomatoes,ZMW/kg,2.13,2131,Grade C,Post-Harvest,0.83,0.705,down,-6.58,2.28,2.6,2.98,2.34,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Beans,ZMW/kg,3.98,1683,Grade B,Post-Harvest,0.91,0.705,down,-7.44,4.3,4.54,5.16,4.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Groundnuts,ZMW/kg,4.89,1482,Grade A,Post-Harvest,0.84,0.705,down,-7.21,5.27,5.58,6.18,5.25,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Rice,ZMW/kg,5.42,1864,Grade B,Post-Harvest,1.15,0.705,stable,2.46,5.29,5.36,5.34,5.36,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Soybeans,ZMW/kg,3.03,2841,Grade A,Post-Harvest,0.83,0.705,stable,-2.88,3.12,3.54,3.93,3.23,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Sweet Potatoes,ZMW/kg,1.45,1051,Grade A,Post-Harvest,1.06,0.705,down,-11.59,1.64,2.04,2.23,1.71,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Cassava,ZMW/kg,1.14,1633,Grade C,Post-Harvest,1.04,0.705,down,-5.0,1.2,1.25,1.41,1.2,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Onions,ZMW/kg,2.35,1807,Grade A,Post-Harvest,0.97,0.705,down,-13.6,2.72,3.59,4.39,2.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kabwe,Central,urban,-14.4469,28.4464,Cabbage,ZMW/kg,1.12,1778,Grade B,Post-Harvest,1.17,0.705,down,-20.57,1.41,1.53,1.8,1.35,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Maize,ZMW/kg,1.12,6801,Grade A,Post-Harvest,0.75,0.705,down,-8.94,1.23,1.61,1.7,1.32,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Tomatoes,ZMW/kg,1.95,3109,Grade B,Post-Harvest,1.14,0.705,down,-9.72,2.16,2.7,3.7,2.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Beans,ZMW/kg,3.92,2658,Grade B,Post-Harvest,0.88,0.705,down,-4.85,4.12,4.81,5.06,4.28,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Groundnuts,ZMW/kg,5.36,1319,Grade B,Post-Harvest,1.12,0.705,up,4.69,5.12,5.64,6.06,5.37,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Rice,ZMW/kg,5.83,2106,Grade A,Post-Harvest,1.08,0.705,up,3.55,5.63,5.29,5.61,5.58,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Soybeans,ZMW/kg,2.94,2608,Grade A,Post-Harvest,0.71,0.705,down,-4.85,3.09,3.38,4.01,3.14,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Sweet Potatoes,ZMW/kg,1.49,1799,Grade A,Post-Harvest,1.21,0.705,down,-10.24,1.66,1.97,1.99,1.71,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Cassava,ZMW/kg,1.14,1749,Grade A,Post-Harvest,1.06,0.705,down,-3.39,1.18,1.31,1.35,1.21,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Onions,ZMW/kg,2.35,2547,Grade B,Post-Harvest,0.9,0.705,down,-16.96,2.83,3.13,4.01,2.77,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Cabbage,ZMW/kg,1.14,2013,Grade A,Post-Harvest,1.15,0.705,down,-13.64,1.32,1.72,1.64,1.39,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Maize,ZMW/kg,1.16,6767,Grade A,Post-Harvest,1.03,0.705,stable,-1.69,1.18,1.65,1.69,1.33,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Tomatoes,ZMW/kg,2.04,3098,Grade C,Post-Harvest,0.94,0.705,down,-23.02,2.65,3.03,2.94,2.57,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Beans,ZMW/kg,3.74,2249,Grade B,Post-Harvest,1.25,0.705,down,-6.73,4.01,4.35,5.01,4.03,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Groundnuts,ZMW/kg,5.05,1300,Grade A,Post-Harvest,0.91,0.705,stable,-0.39,5.07,5.79,6.47,5.3,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Rice,ZMW/kg,5.74,1816,Grade A,Post-Harvest,0.85,0.705,up,3.8,5.53,5.45,5.64,5.57,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Soybeans,ZMW/kg,3.21,3116,Grade A,Post-Harvest,1.0,0.705,stable,-2.73,3.3,3.58,3.73,3.36,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Sweet Potatoes,ZMW/kg,1.52,1895,Grade C,Post-Harvest,1.06,0.705,stable,-1.3,1.54,2.04,2.24,1.7,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Cassava,ZMW/kg,1.19,1405,Grade A,Post-Harvest,1.29,0.705,stable,0.0,1.19,1.32,1.4,1.23,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Onions,ZMW/kg,2.83,2057,Grade B,Post-Harvest,0.92,0.705,up,4.04,2.72,3.45,3.49,3.0,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Cabbage,ZMW/kg,1.2,1727,Grade A,Post-Harvest,0.8,0.705,down,-4.76,1.26,1.54,1.99,1.33,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Maize,ZMW/kg,1.05,9651,Grade A,Post-Harvest,1.13,0.705,down,-7.08,1.13,1.41,1.4,1.2,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Tomatoes,ZMW/kg,1.62,4223,Grade B,Post-Harvest,0.77,0.705,down,-17.35,1.96,2.39,2.44,1.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Beans,ZMW/kg,3.48,4366,Grade A,Post-Harvest,1.03,0.705,stable,-1.97,3.55,4.04,4.23,3.69,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Groundnuts,ZMW/kg,4.28,2921,Grade B,Post-Harvest,1.09,0.705,down,-3.82,4.45,4.89,4.94,4.54,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Rice,ZMW/kg,5.45,1367,Grade A,Post-Harvest,0.95,0.705,stable,-0.73,5.49,5.14,5.47,5.36,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Soybeans,ZMW/kg,2.44,5217,Grade B,Post-Harvest,0.85,0.705,down,-13.48,2.82,2.88,3.25,2.71,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Sweet Potatoes,ZMW/kg,1.27,2263,Grade A,Post-Harvest,1.0,0.705,down,-7.3,1.37,1.69,2.07,1.44,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Cassava,ZMW/kg,0.9,1333,Grade C,Post-Harvest,0.8,0.705,down,-4.26,0.94,1.03,1.16,0.96,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Onions,ZMW/kg,2.04,1568,Grade B,Post-Harvest,1.11,0.705,down,-10.53,2.28,3.16,4.02,2.49,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Chipata,Eastern,rural,-13.6333,32.65,Cabbage,ZMW/kg,1.08,2111,Grade B,Post-Harvest,1.01,0.705,stable,-2.7,1.11,1.36,1.59,1.18,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Maize,ZMW/kg,1.09,3612,Grade B,Post-Harvest,1.03,0.705,down,-10.66,1.22,1.57,1.78,1.29,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Tomatoes,ZMW/kg,2.19,2528,Grade A,Post-Harvest,1.28,0.705,down,-6.81,2.35,2.87,3.68,2.47,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Beans,ZMW/kg,4.02,1615,Grade C,Post-Harvest,0.91,0.705,down,-7.37,4.34,4.48,4.66,4.28,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Groundnuts,ZMW/kg,4.72,1383,Grade A,Post-Harvest,0.92,0.705,down,-10.27,5.26,5.73,6.06,5.24,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Rice,ZMW/kg,5.31,1190,Grade A,Post-Harvest,1.2,0.705,down,-4.32,5.55,5.58,5.68,5.48,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Soybeans,ZMW/kg,3.1,2644,Grade A,Post-Harvest,0.87,0.705,stable,-0.64,3.12,3.46,3.89,3.23,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Sweet Potatoes,ZMW/kg,1.41,1402,Grade B,Post-Harvest,1.01,0.705,down,-9.03,1.55,2.11,2.34,1.69,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Cassava,ZMW/kg,1.17,1358,Grade C,Post-Harvest,1.06,0.705,stable,0.86,1.16,1.24,1.34,1.19,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Onions,ZMW/kg,2.56,1764,Grade A,Post-Harvest,1.02,0.705,down,-13.8,2.97,3.16,4.26,2.9,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Livingstone,Southern,urban,-17.8617,25.858,Cabbage,ZMW/kg,1.08,1740,Grade A,Post-Harvest,1.01,0.705,down,-22.3,1.39,1.71,1.9,1.39,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Maize,ZMW/kg,1.24,4288,Grade A,Post-Harvest,0.83,0.705,down,-9.49,1.37,1.74,1.86,1.45,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Tomatoes,ZMW/kg,2.44,921,Grade A,Post-Harvest,1.19,0.705,down,-4.31,2.55,3.37,3.5,2.79,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Beans,ZMW/kg,4.43,789,Grade A,Post-Harvest,0.89,0.705,down,-3.06,4.57,4.91,5.31,4.64,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Groundnuts,ZMW/kg,5.29,1090,Grade A,Post-Harvest,1.07,0.705,down,-4.34,5.53,5.75,6.7,5.52,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Rice,ZMW/kg,6.38,3482,Grade C,Post-Harvest,1.08,0.705,stable,0.31,6.36,6.52,6.52,6.42,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Soybeans,ZMW/kg,3.3,958,Grade B,Post-Harvest,1.02,0.705,down,-11.29,3.72,3.92,4.03,3.65,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Sweet Potatoes,ZMW/kg,1.57,1219,Grade B,Post-Harvest,1.17,0.705,down,-5.42,1.66,2.31,2.42,1.85,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Cassava,ZMW/kg,0.94,3149,Grade B,Post-Harvest,0.93,0.705,stable,-1.05,0.95,1.03,1.11,0.97,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Onions,ZMW/kg,2.74,878,Grade B,Post-Harvest,1.13,0.705,down,-7.43,2.96,3.81,4.47,3.17,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Mongu,Western,remote,-15.255,23.1267,Cabbage,ZMW/kg,1.35,1069,Grade A,Post-Harvest,0.86,0.705,up,11.57,1.21,1.71,2.28,1.42,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Maize,ZMW/kg,1.16,5042,Grade C,Post-Harvest,1.05,0.705,down,-9.38,1.28,1.63,1.81,1.36,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Tomatoes,ZMW/kg,2.08,1581,Grade B,Post-Harvest,1.0,0.705,down,-12.24,2.37,3.08,3.57,2.51,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Beans,ZMW/kg,3.68,2214,Grade B,Post-Harvest,0.86,0.705,stable,1.66,3.62,4.18,4.68,3.83,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Groundnuts,ZMW/kg,4.51,2340,Grade B,Post-Harvest,1.0,0.705,stable,-0.88,4.55,4.91,5.27,4.66,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Rice,ZMW/kg,5.9,1393,Grade C,Post-Harvest,0.98,0.705,down,-3.91,6.14,6.15,6.15,6.06,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Soybeans,ZMW/kg,2.99,1515,Grade B,Post-Harvest,0.86,0.705,stable,-1.32,3.03,3.45,3.73,3.16,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Sweet Potatoes,ZMW/kg,1.25,2109,Grade B,Post-Harvest,0.88,0.705,down,-7.41,1.35,1.73,2.19,1.44,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Cassava,ZMW/kg,0.85,3319,Grade A,Post-Harvest,0.78,0.705,down,-4.49,0.89,0.94,1.07,0.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Onions,ZMW/kg,2.7,1210,Grade A,Post-Harvest,0.95,0.705,down,-3.91,2.81,3.7,4.47,3.07,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-06-01,2015,6,June,Kasama,Northern,rural,-10.2167,31.1833,Cabbage,ZMW/kg,1.29,1524,Grade C,Post-Harvest,0.77,0.705,down,-9.15,1.42,1.74,1.68,1.48,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Maize,ZMW/kg,1.21,11247,Grade A,Post-Harvest,1.03,0.71,up,7.08,1.13,1.32,1.7,1.22,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Tomatoes,ZMW/kg,1.95,3805,Grade A,Post-Harvest,1.17,0.71,stable,-0.51,1.96,2.24,2.84,2.05,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Beans,ZMW/kg,4.32,2803,Grade A,Post-Harvest,1.07,0.71,stable,-0.23,4.33,4.5,4.35,4.38,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Groundnuts,ZMW/kg,5.36,2587,Grade B,Post-Harvest,0.98,0.71,up,5.3,5.09,5.42,5.76,5.29,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Rice,ZMW/kg,5.25,4158,Grade B,Post-Harvest,1.15,0.71,down,-5.58,5.56,5.54,5.61,5.45,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2015-07-01,2015,7,July,Lusaka,Lusaka,urban,-15.4167,28.2833,Soybeans,ZMW/kg,3.34,4443,Grade C,Post-Harvest,1.01,0.71,up,7.05,3.12,3.24,3.56,3.23,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
